word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
переулок	Она жила в Газетном переулке.	Ляпис обитал в доме 9 по Казарменному переулку совместно с двумя молодыми людьми, носившими мягкие шляпы.	LATER	4.0	4	4	4	4	4
переулок	Очертания домов делаются черными, гаснет розовая полоса на западе, неторопливо шаркают подошвы за воротами, где слышен смех гуляющих в переулке.	По горке, на Панскую улицу, в переулке зашипело, засвистело в темноте.	LATER	3.8	4	4	3	4	4
переулок	По Невскому их спокойно пропустили до Конюшенной, но дальше они проехать не могли, так как в толпу стреляли вдоль Невского от Полицейского моста, на котором стояла рота Преображенского полка, и они свернули на Конюшенную и Волынкин <b><i>переулок</i></b> и чуть не попали под выстрелы вдоль Мойки.	В течение многих лет, квартируя в переулках около Арбата, я часто гулял по Плющихе и заходил иногда в усадьбу князя Долгорукова, тогда уже опустелую, и всякий раз подолгу любовался широкою панорамою окрестностей Москвы по ту сторону дома, вспоминая заветные стихи.	COMPARE	3.6	4	3	4	3	4
переулок	"После ""Подсолнечного"" я застала Мандельштамов уже в другом месте -- в угловом сером доме в Спиридоньевском переулке."	Катерина обогнула избу и вошла в <b><i>переулок.</i></b>	COMPARE	2.6	3	1	1	4	4
переулок	Почти в ту же минуту моя погоня высыпала из переулка и остановилась в недоумении, где меня искать, так как в обе стороны шло много народу.	"Я покупал говядину в какой-то лавочке ""на углу""; Глумов -- на Круглом рынке; я покупал рыбу в Чернышевом переулке, Глумов -- на Мытном дворе; я приобретал дичь в первой попавшейся лавке, на дверях которой висел замороженный заяц, Глумов -- в каком-то складе, близ Шлиссельбургской заставы."	EARLIER	2.8	4	3	3	4	0
переулок	Произошло его отсутствие оттого, что капитан, возбужденный рассказами Миропы Дмитриевны о красоте ее постоялки, дал себе слово непременно увидать m-lle Рыжову и во что бы то ни стало познакомиться с нею и с матерью ее, ради чего он, подобно Миропе Дмитриевне, стал предпринимать каждодневно экскурсии по переулку, в котором находился домик Зудченки, не заходя, впрочем, к сей последней, из опасения, что она начнет подтрунивать над его увлечением, и в первое же воскресенье Аггей Никитич, совершенно неожиданно для него, увидал, что со двора Миропы Дмитриевны вышли: пожилая, весьма почтенной наружности, дама и молодая девушка, действительно красоты неописанной.	После сна в Леонтьевский <b><i>переулок.</i></b>	EARLIER	4.0	4	4	4	4	4
переулок	Проходя мимо переулка, он опять увидел Ватажко -- со шляпою на голове, -- из чего следовало, что заключенные все еще в стенах тюрьмы.	Дневник происшествий Подделка казенной посуды Вчера в д. Михайлова, по Расторгуевскому пер.	EARLIER	3.8	4	3	4	4	4
переулок	Редакция помещалась на углу тихой Дворянской улицы и пустынного переулка, который, изгибаясь, упирался в железные ворота богадельни.	-- А Маруся любит такие цветы -- У нас вкусы схожи! -- смеется Галя и, мотнув косичками, скрывается в переулке.	LATER	3.6	4	3	3	4	4
переулок	С утра весь город кричал о побоище в Саперном, и напрасно целая свора шпионов и городовых стерегла целых два дня <b><i>переулок,</i></b> . хватая каждого, кто казался подозрительным: никто больше не попался.	Домбрович заходит ко мне до обеда не больше двух раз в неделю; а в остальные дни я заезжаю в гостиный, приказываю Федору ждать меня около перинной линии и отправляюсь пешком к Александрийскому театру, в <b><i>переулок,</i></b> как бишь он называется, такое смешное имя... да, вспомнила, Толмазов <b><i>переулок.</i></b>	EARLIER	4.0	4	4	4	4	4
переулок	С фонарем-окном в тихий <b><i>переулок.</i></b>	Он пошёл переулками, а когда видел, что встречу идут люди, то переходил на другую сторону улицы и старался спрятаться в тень.	COMPARE	3.8	3	4	4	4	4
переулок	Сам же Рем Степанович давно покинул свой родной <b><i>переулок,</i></b> жил где-то рядом, в Москве же, да в ином ряду, так сказать, в белокаменном.	Пробравшись во вторую половину дома, Степа поел вчерашних щей, попил молока, потом отоспался и к вечеру направился к Рукавишниковым -- надо было навестить Шурку, Приятеля он увидел в переулке.	LATER	3.4	4	3	2	4	4
переулок	Семечкин вернулся к себе в номера, когда наступило уже утро, напился крепкого чая, переоделся и направился в Усачев <b><i>переулок,</i></b> к знаменитому Патмосову.	"Провинциалы в театре 17 февраля в театре Омона, в доме Лианозова по Камергерскому переулку, купеческий сын В. так увлекся исполнением романсов, что стал ""подпевать"" артистам во весь голос."	EARLIER	4.0	4	4	4	4	4
переулок	"Словом, только и оставалось сидеть в предвечерний час под платанами, изображать из себя что-то вроде Симоны Синьоре, потом идти по Татарам, небрежно заглядывая в витрины, а потом небрежно, как бы из туристического любопытства, сворачивать в <b><i>переулок,</i></b> возвращаться в свой ""Васильевский Остров"" и звонить по всем телефонам Андрея и всюду получать один и тот же ответ: ""господин Лучников отсутствует, никакими сведениями не располагаем, пардон, мадам."	Но что же мне делать; я рассчитывал по приезде из Петербурга найти статью уже побывавшую у тебя, а вместо того типография перебралась с Донской в Газетный <b><i>переулок</i></b> и раньше Середы статья не наберется.	COMPARE	3.8	4	4	3	4	4
переулок	Странно, но после той встречи в переулке с Ольгой пока не удалось свидеться ни разу.	Наконец внимание капитана обратили на себя две тени, из которых одна поворотила в <b><i>переулок,</i></b> а другая подошла к воротам Петра Михайлыча и начала что-то тут делать.	COMPARE	3.8	4	4	3	4	4
переулок	Так они проехали вдоль всей деревни, свернули в <b><i>переулок,</i></b> миновали старое пастбище и начали спускаться к бревенчатому мостику через реку.	Одновременно с обнаружением конспиративной квартиры, были арестованы и занимавшае ее лица, а также, приходившие туда две личности, проживавшие: одна в Фонарном переулке, в доме 9, под фамилиею Галиновского, а другая в Николаевской улице, в доме 1, под именем Бармалеева, причем Галиновский оказался розыскиваемым по обвинению в участии в злодеянии 1-го марта сыном дьякона Михаилом Грачевским, а Бармалеев бежавшим из ссылки, лишенным всех прав состояния Михаилом Клименко.	COMPARE	3.4	4	4	2	4	3
переулок	Тихими, безлюдными переулками Федя вышел на Горную улицу.	Гомон голосов встречал прохожих еще в переулках и пугал невидимым происшествием.	LATER	3.6	4	2	4	4	4
переулок	Только в поперечных переулках он сбавлял свой напор, и там можно было еще отдышаться.	А между тем, в переулке, у входа в термы, собиралась толпа.	COMPARE	3.6	3	4	4	4	3
переулок	Угол его, выходивший на набережную и Апраксин <b><i>переулок,</i></b> занят был громадным дровяным складом.	Мы не знали, в которую сторону идти: улиц множество и переулков тоже.	EARLIER	3.8	3	4	4	4	4
переулок	Фабрика бомб В одном из домов по Хлебному переулку, в районе Арбатской части, обнаружена фабрика бомб.	Но люди, проходившие в это время по переулку, слишком заняты были мыслью о предстоящих удовольствиях.	EARLIER	4.0	4	4	4	4	4
переулок	Ферапонт встал, нашел в связке ключ от калитки, отомкнул большой навесной замок и, выйдя за калитку, посмотрел в одну сторону переулка и в другую.	Справа в глубине переулка Нева.	LATER	4.0	4	4	4	4	4
переулок	Фонари еще не зажигались, кое-где только начинались освещаться окна домов, а в переулках и закоулках происходили сцены и разговоры, неразлучные с этим временем во всех городах, где много солдат, извозчиков, работников и особенного рода существ, в виде дам в красных шалях и башмаках без чулок, которые, как летучие мыши, шныряют по перекресткам.	Мы вот в Апраксином переулке живем.	EARLIER	3.6	3	4	3	4	4
переулок	Шел бездумно, нарочно сворачивал в какие-то переулки -- чтоб устать и прийти и сразу уснуть.	Она выскользнула за дверь, торопливо заперла ее, поминутно оглядываясь, оставила ключ -- как Циля делала -- под ведром, и не к остановке направилась, а в соседний <b><i>переулок,</i></b> и долго бежала, вроде бестолково, петляя.	LATER	3.8	4	4	3	4	4
переулок	Шереметьевский <b><i>переулок</i></b> (между Воздвиженкой и Никитской -- по Никитской, не доходя Моховой 1-й поворот), д. 5, кв. 113.	"Проехали <b><i>переулок,</i></b> и Серов сказал: ""Я тоже так думал""."	LATER	4.0	4	4	4	4	4
больница	"(Вместо нее Анну Андреевну сопровождала в Италию Ирина Пунина.) 13 октября 1964 г. Анна Андреевна пишет ей в <b><i>больницу</i></b> из Комарова: ""Нина, наверное, мне не надо говорить Вам, что я все время с Вами, я так хорошо себе представляю четырехместную палату, обход врачей, меряние температуры и т.д. Странно мне только, что там не я, а Вы."	А в большом портовом городе, -- ну-ка, кто поручится, что привозная проститутка, два месяца спустя по приезде, не очутится уже в <b><i>больнице</i></b> Учтите характер рынка, цены и риск и увидите, что 3000 франков -- сумма, которую, поклонившись, берут.	COMPARE	4.0	4	4	4	4	4
больница	-- А моя сестра заболела холерой, а попав в <b><i>больницу,</i></b> заразилась тифом.	<b><i>Больница</i></b> прекрасно оборудована, условия службы: трехтысячное содержание, хорошая квартира -- дом особняк, отопление, обстановка и заведывание <b><i>больницей,</i></b> имеющей годовым бюджетом 16-18 тысяч р. Есть второй врач-терапевт.	EARLIER	4.0	4	4	4	4	4
больница	-- Но если все будут, подобно вам, только по своим кельям, кто же будет двигать и устраивать общую жизнь -- О какой общей жизни вы говорите -- Той, которой мы пользуемся: производство, торговля, жилища, <b><i>больницы,</i></b> школы, почта, войско и мало ли еще что.	Бывший в то время городским головою Н.А. Алексеев, отличавшийся особой деятельностью и талантливостью, решил добиться постройки психиатрической <b><i>больницы.</i></b>	LATER	3.8	4	3	4	4	4
больница	. Некогда, воротясь из Парижа, усердно показывал он друзьям привезенные жилеты и фраки и давал дамам обнюхивать свою голову, умащенную модной помадой; с тою же приятностью показал он Державину разоренный Кремль и Голицынскую <b><i>больницу.</i></b>	Ирина Михайловна тогда уже заведовала терапевтическим отделением крупной инфекционной <b><i>больницы.</i></b>	LATER	4.0	4	4	4	4	4
больница	6) <b><i>Больницу</i></b> иметь одну в городе, ту же, которая и в настоящее время существует, переименовав её из городской в земскую.	Старший сын его Фёдор служит на заводе в старших механиках и, как говорят про него мужики, далеко в гору пошел, так что до него теперь рукой не достанешь; жена Фёдора Софья, некрасивая и болезненная баба, живет дома при свёкре, всё плачет и каждое воскресенье ездит в <b><i>больницу</i></b> лечиться.	EARLIER	4.0	4	4	4	4	4
больница	<b><i>Больница</i></b> отказывается его дальше держать, и я хочу завтра перевезти Велимира к себе.	В <b><i>больнице</i></b> теперь кормят, и я отдала Миму туда.	LATER	4.0	4	4	4	4	4
больница	<b><i>Больница</i></b> переполнена.	Но Софья Александровна обратилась к Манухину, и тот, имевший какие-то чрезвычайно сильные связи, добился перевода арестанта в свою <b><i>больницу.</i></b>	LATER	4.0	4	4	4	4	4
больница	А вы чего лежите Э-эх, в ваше время меня не то что в <b><i>больницу</i></b> -- домой не затянуть было!	Кроме школ он устроил у себя специальную <b><i>больницу</i></b> для сифилиса, который, как известно, составляет у нас в иных местностях язву населения по деревням, передаваясь наследственно от одного поколения другому.	COMPARE	4.0	4	4	4	4	4
больница	Была у Туси в <b><i>больнице.</i></b>	Вечером, когда Антон пришел из <b><i>больницы,</i></b> я изображала все это ему и Юле в лицах.	LATER	4.0	4	4	4	4	4
больница	В <b><i>больнице</i></b> было как-то холодно и непривычно пахло.	"В Воронеже, когда мы жили у ""агента"", жарившего мышей, Рудаков заболел скарлатиной и в <b><i>больнице</i></b> познакомился с ""барышнями"", которых отчаянно от нас скрывал."	LATER	3.8	4	3	4	4	4
больница	В <b><i>больницу</i></b> поступила в тяжелом состоянии: потеряв двадцать килограммов, она превратилась в скелет, обтянутый кожей.	"В ноябре 1968 года в Свердловске, куда я был командирован ""Комсомольской правдой"", меня вдруг догнал первый инфаркт и на месяц уложил в местную <b><i>больницу.</i></b>"	LATER	4.0	4	4	4	4	4
больница	В Рыковском есть школа, телеграф, <b><i>больница</i></b> и метеорологическая станция имени М.Н.	"Как испуган ""беглец"" Пашка первою смертью, которую он увидел на соседней койке в <b><i>больнице;</i></b> как бежал он через палату, где ""лежали и сидели на кроватях чудовища с длинными волосами и со старушечьими лицами""; как призывал он свою ""мамку""!"	EARLIER	4.0	4	4	4	4	4
больница	"В городской <b><i>больнице</i></b> имелся лишний хирургический набор, так называемый ""большой полковой""."	Сразу же позвонил к художнику и узнал, что тот все еще находится в <b><i>больнице.</i></b>	LATER	4.0	4	4	4	4	4
больница	В июле больную поместили в Калужскую психиатрическую <b><i>больницу,</i></b> где она не могла оставаться потому, что там было много беспокойных больных и больных с ранами.	Сегодня Ляльку выписывают из <b><i>больницы.</i></b>	LATER	3.8	4	4	3	4	4
больница	В свое время они оказались нужными при организации <b><i>больниц,</i></b> гаражей, подстанций и это спасло их от доходиловки общих работ.	Сей будучи за болзню отъ полевой службы уволенъ въ самое то время изъ Молдави прибывъ, и когда никто добровольно не хотлъ въ опасную <b><i>больницу</i></b> пойти, по собственномужеланю, будучи еще и самъ въ слабомъ здоровьи, изъ усердя и ревности къ отечеству, принялъ на себя пользоване язвенныхъ, и всю притомъ сопряженную опасность.	COMPARE	3.0	1	3	3	4	4
больница	"В среду 15-го января, в женском отделении <b><i>больницы</i></b> Александра III, больным в присутствии доктора Толоконникова, демонстрировали граммофон-монарх, безвозмездно доставленный компанией ""Граммофон""."	Полиция поручила заведующему городской <b><i>больницей</i></b> врачу вскрыть труп 14-летней девочки, умершей в земской <b><i>больнице,</i></b> -- согласно диагнозу последней, -- от желудочной болезни.	EARLIER	3.8	4	4	3	4	4
больница	Деток, двух сынков, Он, Создатель, раньше к Себе отозвал; осталась я аки перст и задумала это для Господа потрудиться -- по сиделкам за больными пошла -- княгинюшка тут одна благодетельница в <b><i>больницу</i></b> меня определила.	В свое время эта комиссия предъявила свой отчет, но оказалось, что в этом отчете сведения о Лондонской гомеопатической <b><i>больнице</i></b> были совершенно выпущены, несмотря на то, что они были доставлены комиссии ее же инспектором, доктором Маклоглином.	EARLIER	3.8	4	4	3	4	4
больница	До вечера они объехали, обегали десяток <b><i>больниц,</i></b> дважды возвращались к железному кулачку замка на двери кухни Хрисанфа.	Объяснивши министру безнадежное положение моего запасного капитала, я заблаговременно заручился разрешением обратить его на сельскую <b><i>больницу.</i></b>	COMPARE	3.6	4	4	2	4	4
больница	Его не только не взяли в <b><i>больницу,</i></b> но и врач долго не шла.	За стенкой ходил, кашлял и стучал палкой об пол молодой тогда еще дед Егор Семенович, главный врач сосновской <b><i>больницы,</i></b> в маминой комнате мастерил птичьи клетки из ивовых прутьев отчим Василий Юрьевич, мама куталась в пуховый платок, хотя в доме было очень тепло, и было приятно слушать, как завывает за окном февральская метель.	LATER	3.8	4	4	3	4	4
больница	Его отвезли в Шереметевскую <b><i>больницу</i></b> (сейчас Институт имени Склифосовского).	Живых везли в <b><i>больницу,</i></b> мертвых -- в котловину, возле бани.	COMPARE	3.8	4	4	4	3	4
больница	Запрёг тятенька Удалого, положил старушку на телегу и повез в земскую <b><i>больницу,</i></b> от нас от линии в сторону пятнадцать верст.	Скончался гласный думы Петин, завещавший городу все свое состояние -- около 150 000 руб. -- с тем, чтобы этот капитал был обращен на устройство городской <b><i>больницы.</i></b>	COMPARE	4.0	4	4	4	4	4
больница	Зато помнится другое: как шли непрерывно (очередь, что ли, установили) наши рабочие ко мне в <b><i>больницу,</i></b> когда случилась со мной беда.	Когда его хотели свезти в <b><i>больницу,</i></b> он сначала посмотрел на свою старуху Аксинью, как бы плохо понимая, потом вдруг понял и молча показал рукой на лавку -- под святые.	LATER	4.0	4	4	4	4	4
больница	Здесь скажем: горилла жила трое суток еще, но без сознанья была; проживала в тюремной <b><i>больнице</i></b> она -- вне себя, неопознанная!	<b><i>Больница,</i></b> построенная на поцелуи В городе Салеме, штата Огайо (Сев.	COMPARE	3.8	4	3	4	4	4
больница	И когда нашли, что она здорова, выписали ее из <b><i>больницы</i></b> и отправили к отцу.	Недавно девушка эта стала жаловаться на боли в желудке, который приняли такой характер, что пришлось отправить ее в <b><i>больницу.</i></b>	EARLIER	4.0	4	4	4	4	4
больница	Из тех, кто работает в этом цехе, некоторые ежегодно попадают в <b><i>больницу</i></b> с одним и тем же диагнозом -- отравление хлором.	Ребята были славные, друг дружку не выдавали; дерка была нипочем, можно в <b><i>больницу</i></b> уйти; только теперь струсили: а если выгонят Ну, и не сказали-таки.	COMPARE	4.0	4	4	4	4	4
больница	Информацию подобного рода легче осуществить, чем построить бронированные палаты в <b><i>больницах,</i></b> госпиталях и клиниках.	Слезами облил я эту святую записку и, не доверяя ее карману, сжал в кулаке и побежал в <b><i>больницу.</i></b>	COMPARE	4.0	4	4	4	4	4
больница	"Костя, седой и редковолосый, со страдальческим недоумением в глазах, Павел с красненькими от водки глазами, неприятный, замученная Нюра (""мы уж давно не едим и не пьем""), Надя, беременная, непрерывно плачущая по бабушке, забивалась ото всех то в один, то в другой угол, Маруся в стареньком тесном черном платье, сама вышла из <b><i>больницы</i></b> ""на это время""."	А то выдавали за достоверное, что каждое утро и вечер во все квартиры будет являться доктор, чтобы осматривать всех живущих; если кто и здоров, но доктору покажется больным, то его сейчас же посадят в закрытую фуру и увезут в <b><i>больницу</i></b> под конвоем.	COMPARE	4.0	4	4	4	4	4
больница	Мира, д. 22, кв. 31, но находится она в настоящее время в <b><i>больнице</i></b> с тяжелым и, как она сообщает, безнадежным заболеванием.	"Папа никогда не мог простить Керенскому, что во время его краткого царения богатые ""отцы города"" из скупости закрыли общественную <b><i>больницу.</i></b>"	LATER	4.0	4	4	4	4	4
больница	Накануне, в субботу, в <b><i>больнице</i></b> у Миши.	Судью разбивает паралич, и его отвозят в <b><i>больницу.</i></b>	COMPARE	4.0	4	4	4	4	4
больница	Наша <b><i>больница</i></b> имеет большое дифтерийное отделение.	Это довольно специфическое вещество, скажу прямо, встречается нам не каждый день, и поэтому не составляло особого труда выйти на главврача шестьдесят второй <b><i>больницы,</i></b> откуда этот самый меркамин и был заимствован.	LATER	4.0	4	4	4	4	4
больница	Не надейся на <b><i>больницу</i></b> и лекарства, надейся на себя.	Лекция предназначалась для усиления фонда на устройство библиотечек при <b><i>больницах.</i></b>	COMPARE	4.0	4	4	4	4	4
больница	Ну, полетел, разыскал Лешкин самолет, взял больного, отвез в <b><i>больницу.</i></b>	А ежели в <b><i>больницу,</i></b> так тут и смерть моя!	COMPARE	4.0	4	4	4	4	4
больница	Обширный материал Илленауской <b><i>больницы,</i></b> огромное оживление в среде ее медицинских работников (куда входили Зандт, Рейх, Гассе, Кирн, Гудден, Крафт-Эбинг), а также учение Мореля, бывшее в фокусе всеобщего внимания, создали в высшей степени благоприятную атмосферу для научной работы, в результате чего из Илленау вышло много психиатрических исследований, в том числе труды Шюле.	".."" Вскоре Писарева посадили в карету и отвезли в психиатрическую <b><i>больницу,</i></b> где он и пробыл 4 месяца."	COMPARE	4.0	4	4	4	4	4
больница	Он предлагал следующую реформу: 1) открытие психиатрических клиник при каждом университете, 2) учреждение приемных покоев во всех больших городах, 3) основание колоний не только для больных, нуждающихся во врачебном наблюдении, но и для невротиков, почти не нуждающихся в таковом, 4) устройство у ворот <b><i>больниц</i></b> колоний для выздоравливающих, периодиков и других больных, могущих быть переведенными на более свободный режим и, наконец, 5) организацию патронажа, независимого от <b><i>больницы.</i></b>	Находка доставлена в земскую <b><i>больницу</i></b> для отправления в Симферополь. неизвестный.	COMPARE	3.6	3	4	4	3	4
больница	Она оправилась от волнения и спокойно рассказала, что знала: Крыльцов очень ослабел дорогой, и его тотчас же поместили в <b><i>больницу.</i></b>	Равным образом имеют быть постановлены правила в видах упрочения связи между заводами и рабочими, об учреждении для сих последних особых горнозаводских товариществ для устройства вспомогательных касс, <b><i>больниц,</i></b> школ и вообще взаимного пособия к упрочению благосостояния и нравственности горнозаводских мастеровых и привязанности их к горному промыслу.	EARLIER	3.8	4	4	3	4	4
больница	Они звонили по телефону всем своим знакомым, объездили на такси все отделения милиции, все <b><i>больницы,</i></b> побывали в уголовном розыске и даже в городских моргах, и все безрезультатно.	Жилище имъ имть въ <b><i>больниц,</i></b> или по близости оной, и все се время съ другими посторонними здоровыми людьми обхожденя никакого не имть; но въ пол, или около <b><i>больницы</i></b> на чистомъ воздух прохаживаться дозволяется.	COMPARE	3.6	3	4	4	4	3
больница	Они собирались забрать Николая Владимировича из ковровской <b><i>больницы,</i></b> его жену и сына из Погоста и ехать всем вместе в Куйбышев.	Собралась было уехать из <b><i>больницы.</i></b>	LATER	3.8	4	3	4	4	4
больница	От безнадежно заболевшей дочери, которую вы исключили из партии и удалили с работы, письмо ко мне шло из московской <b><i>больницы</i></b> 73 дня, так что ответ мой уже не застал ее в живых.	Он начал с деликатного заявления, что его отнюдь не интересует, кого именно Сергей Андреич водворил на неизвестных условиях в свою семью, но, конечно, имело бы смысл отправить ее с корью в <b><i>больницу.</i></b>	LATER	4.0	4	4	4	4	4
больница	Первые карантенные домы, и первая опасная <b><i>больница,</i></b> въ которые фабричные вывезены были.	Слышала я одну печальную новость в городе: Надя Архангельская, дочь священника, упала в Кстове с обрыва на камни и очень сильно расшиблась: теперь лежит в <b><i>больнице.</i></b>	EARLIER	4.0	4	4	4	4	4
больница	Плохо оборудованными школами и <b><i>больницами,</i></b> наконец, неумелым управлением, порождающим великое множество личных несчастий, а те ведут к огромному спектру нервных болезней.	Избитый последними до бесчувствия, Романов доставлен в тюремную <b><i>больницу.</i></b>	COMPARE	3.8	4	4	3	4	4
больница	По окончании этой страшной переклички мы помещали в <b><i>больницу,</i></b> находившуюся напротив тюремного замка вне ограды.	2) Вам известно, что Новиков и его товарищи завели <b><i>больницу,</i></b> аптеку, училище и печатание книг, дав такой всему благовидный вид, что будто бы все те заведения они делали из любви к человечеству; но слух давно носится, что сей Новиков и его товарищи сей подвиг в заведении делали отнюдь не из человеколюбия, но для собственной своей корысти, уловляя пронырством своим и ложною как бы набожностию слабодушных людей, корыстовались граблением их имений, в чем он неоспоримыми доказательствами обличен быть может.	EARLIER	3.6	4	2	4	4	4
больница	По осмотре меня в <b><i>больнице</i></b> профессором Найденовым, я пользовался ваннами и мазями от открывшейся на мне лишайной сыпи и, по совершенном почти очищении тела, через пять недель вышел из <b><i>больницы.</i></b>	По приезде из <b><i>больницы</i></b> Аверьян с час лежал недвижимо; потом он намазал себе больной бок данной ему в <b><i>больнице</i></b> мазью.	EARLIER	4.0	4	4	4	4	4
больница	Поликлинику в народе часто зовут полуклиникой, в отличие от клиники, то есть <b><i>больницы.</i></b>	До тех пор я никогда не лежал ни в какой <b><i>больнице;</i></b> все окружающее потому было для меня чрезвычайно ново.	COMPARE	4.0	4	4	4	4	4
больница	"Поменьше прав и поменьше податей; поменьше школ и побольше церквей и монастырей; поменьше кабаков и побольше хороших <b><i>больниц;</i></b> поменьше судебных любезностей и побольше ""земли"", где можно и когда можно."	Последний был смертельно ранен и умер в <b><i>больнице.</i></b>	EARLIER	4.0	4	4	4	4	4
больница	Понимаете -- А почему же ты ее в <b><i>больницу</i></b> не положил -- спросил Карпов.	В нашей <b><i>больнице</i></b> накоплен уникальный опыт лечения фенилкетонурии как амбулаторно, так и в стационаре, у нас единственное в стране такое отделение.	LATER	4.0	4	4	4	4	4
больница	"Почему вот она не приехала -- Вита в <b><i>больнице,</i></b> занята, -- сквозь зубы процедил Юрка, заметив, как Людмила Леонидовна поморщилась от ""Виты""."	Велено было тотчас укрывающегося отыскать, и по учинении ему расспросов оказалось, что дому того хозяин при вывозе своем в <b><i>больницу</i></b> просил будто-бы, сделать ему одолжение -- забрать к себе все на потолоке им оставленное.	COMPARE	4.0	4	4	4	4	4
больница	Почти каждой из угодников Божиих имел храм, посвященный своему имени; почти каждой город Империи украшен построением выгодных мостов, <b><i>больниц</i></b> и водопроводных каналов; только на бани и театры, на сии предметы роскоши народной, щедрость Императора непростиралась.	По адресу <b><i>больницы</i></b> сыпались не лестные слова.	EARLIER	3.4	1	4	4	4	4
больница	Привезенные в <b><i>больницу</i></b> живыми были в страшном виде.	Щедрота строитъ <b><i>больницы,</i></b> тщеславе длаетъ тоже.	EARLIER	3.8	3	4	4	4	4
больница	Проездом через Москву я познакомился с князем Голицыным, попечителем Голицынской громадной <b><i>больницы,</i></b> что стоит на реке Москве, и написал ему картину.	И когда больного привели в эту страшную комнату, чтобы сделать ему ванну и, согласно с системой лечения главного доктора <b><i>больницы,</i></b> наложить ему на затылок большую мушку, он пришел в ужас и ярость.	EARLIER	4.0	4	4	4	4	4
больница	Раненый, отказавшийся назвать себя, доставлен в <b><i>больницу.</i></b> неизвестный.	Завтра открывается ярмарочная <b><i>больница-дача.</i></b>	EARLIER	2.8	1	4	3	4	2
больница	Раненых отправили в <b><i>больницу.</i></b> неизвестный.	-- А это также дворец -- сказал Дюверние, указывая на Голицынскую <b><i>больницу.</i></b>	EARLIER	4.0	4	4	4	4	4
больница	"Саллаэддин дремлет в седле: ""Совсем <b><i>больница</i></b> стал!"" Жорж по целым дням не вынимает записной книжки -- а уж на что мастер записывать!"	Стащили меня в <b><i>больницу,</i></b> провалялся я там два месяца, и когда на третий выписался: ни крова, ни пищи, ни денег, ничего нет.	EARLIER	1.4	2	1	1	1	2
больница	Сведите, братцы, в <b><i>больницу:</i></b> неможется.	"После пасхи Андрей Иванович выпишется из <b><i>больницы</i></b> здоровым и крепким; он войдет в мастерскую, подойдет к Ляхову: ""Здравствуй, товарищ!.."" Ляхов, услыша его голос, вскочит с тем же тупым ужасом, как и тогда, но уж бежать ему не придется: одним взмахом Андрей Иванович всадит ему в живот шерфовальный нож..."	EARLIER	4.0	4	4	4	4	4
